,propertyName,amenitytype,amenity
2292,Helios,Services,Maintenance on site
2293,Helios,Services,24 Hour Availability
2294,Helios,Interior,Elevator
2295,Helios,Interior,Business Center
2296,Helios,Interior,Clubhouse
2297,Helios,Interior,Lounge
2298,Helios,Interior,Storage Space
2299,Helios,Outdoor Space,Gated
2300,Helios,Outdoor Space,Sundeck
2301,Helios,Outdoor Space,Balcony
2302,Helios,Outdoor Space,Patio
2303,Helios,Fitness & Recreation,Fitness Center
2304,Helios,Features,Washer/Dryer - In Unit
2305,Helios,Features,Air Conditioning
2306,Helios,Features,Ceiling Fans
2307,Helios,Features,Cable Ready
2308,Helios,Features,Storage Units
2309,Helios,Kitchen,Dishwasher
2310,Helios,Kitchen,Disposal
2311,Helios,Kitchen,Microwave
2312,Helios,Kitchen,Refrigerator
2313,Helios,Living Space,Views
2314,Helios,Living Space,Walk-In Closets
2315,Helios,Living Space,Window Coverings
2316,Helios,Security,Property Manager on Site
2317,Helios,Security,Concierge
2318,Saxton,Unique Features,Bike Washing Station
2319,Saxton,Unique Features,"City, Water And Mountain Views"
2320,Saxton,Unique Features,Controlled Access
2321,Saxton,Unique Features,Controlled Access Bike Storage
2322,Saxton,Unique Features,Courtesy Patrol
2323,Saxton,Unique Features,Courtyard
2324,Saxton,Unique Features,Deep-Soaking Tubs
2325,Saxton,Unique Features,Designer Two-Story Lobby
2326,Saxton,Unique Features,Game Lounge With PacMan & Shuffle Board
2327,Saxton,Unique Features,Garden Courtyard With Fireplace
2328,Saxton,Unique Features,Granite Countertops
2329,Saxton,Unique Features,High Speed Internet Access
2330,Saxton,Unique Features,Indoor Storage Units
2331,Saxton,Unique Features,Luxury Lounge With Chef'S Kitchen
2332,Saxton,Unique Features,On-Site Market Cafe
2333,Saxton,Unique Features,Rooftop Lounge With Grill And Fire Pit
2334,Saxton,Unique Features,Smoke Free Living
2335,Saxton,Unique Features,Virtual Tours Available
2336,Saxton,Unique Features,Wood-Plank Flooring
2337,Saxton,Pet Policy,$50 Monthly Pet Rent
2338,Saxton,Pet Policy,2 Pet Limit
2339,Saxton,Property Information,Built in 2019
2340,Saxton,Property Information,325 Units/8 Stories
2341,Saxton,Lease Length,None
2342,Saxton,Services,Laundry Facilities
2343,Saxton,Services,Maintenance on site
2344,Saxton,Services,On-Site Retail
2345,Saxton,Services,Recycling
2346,Saxton,Services,Dry Cleaning Service
2347,Saxton,Services,Online Services
2348,Saxton,Services,Composting
2349,Saxton,Services,Planned Social Activities
2350,Saxton,Services,Guest Apartment
2351,Saxton,Services,Pet Washing Station
2352,Saxton,Interior,Elevator
2353,Saxton,Interior,Business Center
2354,Saxton,Interior,Clubhouse
2355,Saxton,Interior,Lounge
2356,Saxton,Interior,Multi Use Room
2357,Saxton,Interior,Storage Space
2358,Saxton,Interior,Disposal Chutes
2359,Saxton,Interior,Conference Room
2360,Saxton,Outdoor Space,Gated
2361,Saxton,Outdoor Space,Roof Terrace
2362,Saxton,Outdoor Space,Sundeck
2363,Saxton,Outdoor Space,Courtyard
2364,Saxton,Outdoor Space,Balcony
2365,Saxton,Outdoor Space,Patio
2366,Saxton,Outdoor Space,Grill
2367,Saxton,Fitness & Recreation,Fitness Center
2368,Saxton,Features,High Speed Internet Access
2369,Saxton,Features,Wi-Fi
2370,Saxton,Features,Washer/Dryer - In Unit
2371,Saxton,Features,Air Conditioning
2372,Saxton,Features,Heating
2373,Saxton,Features,Ceiling Fans
2374,Saxton,Features,Smoke Free
2375,Saxton,Features,Cable Ready
2376,Saxton,Features,Storage Units
2377,Saxton,Features,Tub/Shower
2378,Saxton,Features,Sprinkler System
2379,Saxton,Features,Wheelchair Accessible (Rooms)
2380,Saxton,Kitchen,Dishwasher
2381,Saxton,Kitchen,Disposal
2382,Saxton,Kitchen,Ice Maker
2383,Saxton,Kitchen,Stainless Steel Appliances
2384,Saxton,Kitchen,Island Kitchen
2385,Saxton,Kitchen,Microwave
2386,Saxton,Kitchen,Range
2387,Saxton,Kitchen,Refrigerator
2388,Saxton,Kitchen,Freezer
2389,Saxton,Living Space,Hardwood Floors
2390,Saxton,Living Space,Views
2391,Saxton,Living Space,Walk-In Closets
2392,Saxton,Living Space,Double Pane Windows
2393,Saxton,Living Space,Window Coverings
2394,Saxton,Living Space,Large Bedrooms
2395,Saxton,Security,Package Service
2396,Saxton,Security,Controlled Access
2397,Saxton,Security,Property Manager on Site
2398,Saxton,Security,Concierge
2399,Odin,Unique Features,Controlled Access
2400,Odin,Unique Features,Courtesy Patrol
2401,Odin,Unique Features,Courtyard
2402,Odin,Unique Features,Dog Wash Station
2403,Odin,Unique Features,Hardwood Floors
2404,Odin,Unique Features,High Speed Internet Access
2405,Odin,Unique Features,Quartz Countertops
2406,Odin,Unique Features,Smoke Free Living
2407,Odin,Unique Features,Virtual Tours Available
2408,Odin,Pet Policy,$50 Monthly Pet Rent
2409,Odin,Pet Policy,3 Pet Limit
2410,Odin,Property Information,Built in 2015
2411,Odin,Property Information,301 Units/6 Stories
2412,Odin,Lease Length,Flexible terms
2413,Odin,Services,Laundry Facilities
2414,Odin,Services,Maintenance on site
2415,Odin,Interior,Elevator
2416,Odin,Interior,Clubhouse
2417,Odin,Interior,Lounge
2418,Odin,Interior,Storage Space
2419,Odin,Outdoor Space,Gated
2420,Odin,Outdoor Space,Sundeck
2421,Odin,Outdoor Space,Balcony
2422,Odin,Outdoor Space,Patio
2423,Odin,Fitness & Recreation,Fitness Center
2424,Odin,Features,Washer/Dryer - In Unit
2425,Odin,Features,Ceiling Fans
2426,Odin,Features,Cable Ready
2427,Odin,Features,Storage Units
2428,Odin,Features,Wheelchair Accessible (Rooms)
2429,Odin,Kitchen,Dishwasher
2430,Odin,Kitchen,Disposal
2431,Odin,Kitchen,Microwave
2432,Odin,Kitchen,Refrigerator
2433,Odin,Living Space,Views
2434,Odin,Living Space,Walk-In Closets
2435,Odin,Living Space,Window Coverings
2436,Odin,Security,Package Service
2437,Odin,Security,Property Manager on Site
2438,Vive,Unique Features,Accent walls and Berber carpeting
2439,Vive,Unique Features,Barbecue/Grill Area
2440,Vive,Unique Features,Baseboard Heat
2441,Vive,Unique Features,Berber carpeting
2442,Vive,Unique Features,Berber carpeting*
2443,Vive,Unique Features,Bike Storage
2444,Vive,Unique Features,Billiard Table
2445,Vive,Unique Features,Car charging stations
2446,Vive,Unique Features,Ceiling Fans
2447,Vive,Unique Features,Coffee Station
2448,Vive,Unique Features,Community Events Weekly with Food/Drinks Free
2449,Vive,Unique Features,Dishwasher
2450,Vive,Unique Features,Disposal Chutes
2451,Vive,Unique Features,Electric Car Charging Station
2452,Vive,Unique Features,Energy Efficient Appliances
2453,Vive,Unique Features,Fire pit
2454,Vive,Unique Features,Fire Pits
2455,Vive,Unique Features,Flat Screen TV on Rooftop
2456,Vive,Unique Features,Free Wifi in Community Areas
2457,Vive,Unique Features,Gameroom
2458,Vive,Unique Features,Garbage Disposal
2459,Vive,Unique Features,Ice machine
2460,Vive,Unique Features,Ice Maker
2461,Vive,Unique Features,Kegerator
2462,Vive,Unique Features,Kitchen Island
2463,Vive,Unique Features,Large Windows-Lots Of Light
2464,Vive,Unique Features,Linen Closet
2465,Vive,Unique Features,Microwave
2466,Vive,Unique Features,No AC only Heat
2467,Vive,Unique Features,Pantry
2468,Vive,Unique Features,Patio/Balcony
2469,Vive,Unique Features,Ping pong table
2470,Vive,Unique Features,Ping Pong Table on Rooftop
2471,Vive,Unique Features,Planned Social Activities
2472,Vive,Unique Features,Pool Table
2473,Vive,Unique Features,Pre-wired for high speed cable and internet
2474,Vive,Unique Features,Quartz Countertops
2475,Vive,Unique Features,Recycling
2476,Vive,Unique Features,Reservable Resident Lounge
2477,Vive,Unique Features,Rooftop deck
2478,Vive,Unique Features,Rooftop Lounge
2479,Vive,Unique Features,Shuffle Board
2480,Vive,Unique Features,Shuffle Boars
2481,Vive,Unique Features,Smoke Free
2482,Vive,Unique Features,Sprinkler System
2483,Vive,Unique Features,Stainless Steel Appliances
2484,Vive,Unique Features,Trash chutes
2485,Vive,Unique Features,Trash Pickup -Curbside
2486,Vive,Unique Features,USB chargers
2487,Vive,Unique Features,USB charging outlets
2488,Vive,Unique Features,USB charging outlets*
2489,Vive,Unique Features,Video Surveillance/Patrol
2490,Vive,Unique Features,Views
2491,Vive,Unique Features,Wake Up With Weidner Continental Breakfast
2492,Vive,Unique Features,Walk-In Closets
2493,Vive,Unique Features,"Washer, Dryer, & Dishwasher"
2494,Vive,Unique Features,Washer/Dryer
2495,Vive,Unique Features,Wheelchair Accessible (Rooms)
2496,Vive,Unique Features,Wood Vinyl Flooring in Living Room
2497,Vive,Pet Policy,100 lb Weight Limit
2498,Vive,Pet Policy,2 Pet Limit
2499,Vive,Property Information,Built in 2016
2500,Vive,Property Information,91 Units/6 Stories
2501,Vive,Lease Length,None
2502,Vive,Services,Maintenance on site
2503,Vive,Services,Recycling
2504,Vive,Services,Renters Insurance Program
2505,Vive,Services,Dry Cleaning Service
2506,Vive,Services,Laundry Service
2507,Vive,Services,Online Services
2508,Vive,Services,Composting
2509,Vive,Services,Planned Social Activities
2510,Vive,Services,Car Charging Station
2511,Vive,Interior,Elevator
2512,Vive,Interior,Disposal Chutes
2513,Vive,Outdoor Space,Gated
2514,Vive,Outdoor Space,Roof Terrace
2515,Vive,Outdoor Space,Sundeck
2516,Vive,Outdoor Space,Grill
2517,Vive,Outdoor Space,Deck
2518,Vive,Outdoor Space,Grill
2519,Vive,Fitness & Recreation,Bike Storage
2520,Vive,Fitness & Recreation,Gameroom
2521,Vive,Features,High Speed Internet Access
2522,Vive,Features,Wi-Fi
2523,Vive,Features,Washer/Dryer - In Unit
2524,Vive,Features,Air Conditioning
2525,Vive,Features,Heating
2526,Vive,Features,Ceiling Fans
2527,Vive,Features,Smoke Free
2528,Vive,Features,Cable Ready
2529,Vive,Features,Trash Compactor
2530,Vive,Features,Tub/Shower
2531,Vive,Features,Intercom
2532,Vive,Features,Sprinkler System
2533,Vive,Features,Wheelchair Accessible (Rooms)
2534,Vive,Kitchen,Dishwasher
2535,Vive,Kitchen,Disposal
2536,Vive,Kitchen,Ice Maker
2537,Vive,Kitchen,Granite Countertops
2538,Vive,Kitchen,Stainless Steel Appliances
2539,Vive,Kitchen,Pantry
2540,Vive,Kitchen,Kitchen
2541,Vive,Kitchen,Microwave
2542,Vive,Kitchen,Oven
2543,Vive,Kitchen,Range
2544,Vive,Kitchen,Refrigerator
2545,Vive,Kitchen,Freezer
2546,Vive,Living Space,Hardwood Floors
2547,Vive,Living Space,Carpet
2548,Vive,Living Space,Vinyl Flooring
2549,Vive,Living Space,Views
2550,Vive,Living Space,Walk-In Closets
2551,Vive,Living Space,Double Pane Windows
2552,Vive,Living Space,Window Coverings
2553,Vive,Security,Controlled Access
2554,Vive,Security,Property Manager on Site
2555,Bogtown Flats,Unique Features,24/7 State-Of-The-Art Fitness Loft
2556,Bogtown Flats,Unique Features,A full social calendar of resident events
2557,Bogtown Flats,Unique Features,Amazon Package Lockers
2558,Bogtown Flats,Unique Features,Chef Islands in Select Homes
2559,Bogtown Flats,Unique Features,Chef Islands in units
2560,Bogtown Flats,Unique Features,Controlled Access
2561,Bogtown Flats,Unique Features,Controlled Access Bicycle Storage and Repair Stati
2562,Bogtown Flats,Unique Features,Controlled Access/Gated
2563,Bogtown Flats,Unique Features,Courtesy Patrol
2564,Bogtown Flats,Unique Features,Courtyard
2565,Bogtown Flats,Unique Features,Exclusive Phone App For Residents
2566,Bogtown Flats,Unique Features,Exclusive Phone app tailored to Bogtown Residents
2567,Bogtown Flats,Unique Features,Floor to ceiling glass windows
2568,Bogtown Flats,Unique Features,Floor to Ceiling Windows
2569,Bogtown Flats,Unique Features,Full Kitchen Package
2570,Bogtown Flats,Unique Features,Full Social Calendar Of Resident Events
2571,Bogtown Flats,Unique Features,Gorgeous Floor To Ceiling Glass Window
2572,Bogtown Flats,Unique Features,Hang Out In The Bogtown Chill Lounge!
2573,Bogtown Flats,Unique Features,Have A Glass Of Our Signature Bourbon!
2574,Bogtown Flats,Unique Features,High Rise
2575,Bogtown Flats,Unique Features,High Speed Internet Access
2576,Bogtown Flats,Unique Features,Ice Maker
2577,Bogtown Flats,Unique Features,Incredible Views Of Olympic Mountains*
2578,Bogtown Flats,Unique Features,Incredible views of the Olympic mountains
2579,Bogtown Flats,Unique Features,Live/Work Spaces Available
2580,Bogtown Flats,Unique Features,Lofts Available
2581,Bogtown Flats,Unique Features,Pet Spa
2582,Bogtown Flats,Unique Features,Pet Spaw
2583,Bogtown Flats,Unique Features,Plenty Of Closet Space
2584,Bogtown Flats,Unique Features,Private decks
2585,Bogtown Flats,Unique Features,Private Decks and Patios in Select Homes
2586,Bogtown Flats,Unique Features,Private Decks*
2587,Bogtown Flats,Unique Features,Reserved Garage Parking with Storage Available
2588,Bogtown Flats,Unique Features,Rooftop Deck And Lounge
2589,Bogtown Flats,Unique Features,Rooftop Deck and Star Lounge
2590,Bogtown Flats,Unique Features,Scenic View
2591,Bogtown Flats,Unique Features,Smoke free living
2592,Bogtown Flats,Unique Features,Spacious 1 and 2 Bedroom Loft Floor plans Availabl
2593,Bogtown Flats,Unique Features,The Bourbon Lounge
2594,Bogtown Flats,Unique Features,The Chill Lounge
2595,Bogtown Flats,Unique Features,Vaulted Ceilings
2596,Bogtown Flats,Unique Features,WiFi Available
2597,Bogtown Flats,Pet Policy,$35 Monthly Pet Rent
2598,Bogtown Flats,Pet Policy,35 lb Weight Limit
2599,Bogtown Flats,Pet Policy,2 Pet Limit
2600,Bogtown Flats,Property Information,Built in 2019
2601,Bogtown Flats,Property Information,85 Units/6 Stories
2602,Bogtown Flats,Lease Length,6-18
2603,Bogtown Flats,Services,Community-Wide WiFi
2604,Bogtown Flats,Services,Wi-Fi at Pool and Clubhouse
2605,Bogtown Flats,Services,Maintenance on site
2606,Bogtown Flats,Services,24 Hour Availability
2607,Bogtown Flats,Services,Recycling
2608,Bogtown Flats,Services,Renters Insurance Program
2609,Bogtown Flats,Services,Online Services
2610,Bogtown Flats,Services,Composting
2611,Bogtown Flats,Services,Planned Social Activities
2612,Bogtown Flats,Services,Pet Washing Station
2613,Bogtown Flats,Services,Car Charging Station
2614,Bogtown Flats,Services,Public Transportation
2615,Bogtown Flats,Interior,Elevator
2616,Bogtown Flats,Interior,Clubhouse
2617,Bogtown Flats,Interior,Lounge
2618,Bogtown Flats,Interior,Storage Space
2619,Bogtown Flats,Outdoor Space,Gated
2620,Bogtown Flats,Outdoor Space,Fenced Lot
2621,Bogtown Flats,Outdoor Space,Roof Terrace
2622,Bogtown Flats,Outdoor Space,Sundeck
2623,Bogtown Flats,Outdoor Space,Courtyard
2624,Bogtown Flats,Outdoor Space,Grill
2625,Bogtown Flats,Outdoor Space,Balcony
2626,Bogtown Flats,Outdoor Space,Patio
2627,Bogtown Flats,Outdoor Space,Deck
2628,Bogtown Flats,Outdoor Space,Grill
2629,Bogtown Flats,Outdoor Space,Garden
2630,Bogtown Flats,Fitness & Recreation,Fitness Center
2631,Bogtown Flats,Fitness & Recreation,Bike Storage
2632,Bogtown Flats,Features,High Speed Internet Access
2633,Bogtown Flats,Features,Wi-Fi
2634,Bogtown Flats,Features,Washer/Dryer - In Unit
2635,Bogtown Flats,Features,Washer/Dryer Hookup
2636,Bogtown Flats,Features,Air Conditioning
2637,Bogtown Flats,Features,Heating
2638,Bogtown Flats,Features,Smoke Free
2639,Bogtown Flats,Features,Cable Ready
2640,Bogtown Flats,Features,Trash Compactor
2641,Bogtown Flats,Features,Storage Units
2642,Bogtown Flats,Features,Double Vanities
2643,Bogtown Flats,Features,Tub/Shower
2644,Bogtown Flats,Features,Handrails
2645,Bogtown Flats,Features,Intercom
2646,Bogtown Flats,Features,Framed Mirrors
2647,Bogtown Flats,Features,Wheelchair Accessible (Rooms)
2648,Bogtown Flats,Kitchen,Dishwasher
2649,Bogtown Flats,Kitchen,Disposal
2650,Bogtown Flats,Kitchen,Ice Maker
2651,Bogtown Flats,Kitchen,Granite Countertops
2652,Bogtown Flats,Kitchen,Stainless Steel Appliances
2653,Bogtown Flats,Kitchen,Island Kitchen
2654,Bogtown Flats,Kitchen,Eat-in Kitchen
2655,Bogtown Flats,Kitchen,Kitchen
2656,Bogtown Flats,Kitchen,Microwave
2657,Bogtown Flats,Kitchen,Oven
2658,Bogtown Flats,Kitchen,Range
2659,Bogtown Flats,Kitchen,Refrigerator
2660,Bogtown Flats,Kitchen,Freezer
2661,Bogtown Flats,Living Space,Hardwood Floors
2662,Bogtown Flats,Living Space,Dining Room
2663,Bogtown Flats,Living Space,Office
2664,Bogtown Flats,Living Space,Built-In Bookshelves
2665,Bogtown Flats,Living Space,Vaulted Ceiling
2666,Bogtown Flats,Living Space,Bay Window
2667,Bogtown Flats,Living Space,Views
2668,Bogtown Flats,Living Space,Walk-In Closets
2669,Bogtown Flats,Living Space,Linen Closet
2670,Bogtown Flats,Living Space,Loft Layout
2671,Bogtown Flats,Living Space,Double Pane Windows
2672,Bogtown Flats,Living Space,Window Coverings
2673,Bogtown Flats,Living Space,Large Bedrooms
2674,Bogtown Flats,Security,Package Service
2675,Bogtown Flats,Security,Controlled Access
2676,Bogtown Flats,Security,Property Manager on Site
2677,Bogtown Flats,Security,Security System
2678,Westlake Steps,Unique Features,Bike Racks
2679,Westlake Steps,Unique Features,Bowling Alley
