neighborhood,zipCode,Unnamed: 0_x,reviewScore,reviewCount,walkScore,transitScore,Unnamed: 0_y,bedRoomNumber,baths,rent,sqft,availability,deposit,leaseLength
North Beacon Hill,98144,365.07773851590105,4.713780918727915,0.08480565371024736,79.58303886925795,73.61837455830388,6446.208480565371,1.332155477031802,1.3180212014134276,2127.035335689046,782.3992932862191,0.8692579505300353,13.074204946996467,0.127208480565371
North College Park,98103,554.25,0.0,0.0,85.25,61.5,9761.5,1.5,1.0,1621.25,725.0,0.75,825.0,9.0
North College Park,98133,283.35897435897436,2.051282051282051,1.7435897435897436,70.94871794871794,63.30769230769231,7552.5641025641025,1.4615384615384615,1.3333333333333333,1435.6666666666667,822.7051282051282,0.46153846153846156,0.0,0.0
North Delridge,98106,138.60416666666666,0.0,2.9375,72.58333333333333,56.895833333333336,4508.020833333333,1.2708333333333333,1.2708333333333333,1962.0416666666667,767.6041666666666,0.3125,0.0,0.0
North Delridge,98126,143.0,0.0,16.0,81.0,58.0,4786.0,1.2173913043478262,1.326086956521739,1833.304347826087,736.2608695652174,0.21739130434782608,0.0,0.0
Phinney Ridge,98103,725.0,0.0,0.0,81.0,52.0,10505.0,2.0,1.0,2995.0,1340.0,1.0,0.0,0.0
Phinney Ridge,98117,679.0,0.0,0.0,87.0,52.0,10151.0,3.0,2.5,4495.0,2263.0,1.0,0.0,0.0
Pike Place Market,98101,240.4561403508772,0.0,10.526315789473685,98.66666666666667,100.0,6783.3859649122805,1.1754385964912282,1.1403508771929824,825.0877192982456,708.7017543859649,0.17543859649122806,75.87719298245614,0.631578947368421
Pike Place Market,98121,4.0,0.0,4.0,98.0,100.0,182.5,1.2592592592592593,1.3148148148148149,2893.314814814815,940.3425925925926,0.35185185185185186,0.0,0.0
Pinehurst,98125,372.9375,0.0,0.875,76.0625,56.4375,8291.4375,1.3125,1.125,1185.0625,662.75,0.5625,731.25,6.0
Pioneer Square,98104,306.5,0.9166666666666666,6.868055555555555,97.95833333333333,100.0,6050.895833333333,1.2847222222222223,1.1666666666666667,1356.1944444444443,553.0,0.6666666666666666,20.13888888888889,0.08333333333333333
Portage Bay,98102,357.75,4.375,0.0,77.0,78.375,8579.25,1.125,1.0,1707.75,461.625,0.5,62.5,0.0
Queen Anne,98109,252.83783783783784,2.027027027027027,0.7027027027027027,68.86486486486487,68.83783783783784,6460.2972972972975,1.5405405405405406,1.3783783783783783,1652.2972972972973,848.6081081081081,0.5135135135135135,159.45945945945945,1.6216216216216217
Queen Anne,98119,392.3478260869565,0.0,1.2173913043478262,72.26086956521739,57.91304347826087,8265.826086956522,1.608695652173913,1.2173913043478262,1799.0869565217392,824.6521739130435,0.4782608695652174,235.43478260869566,1.608695652173913
Rainier Beach,98178,548.0,0.0,0.0,22.5,23.5,9657.5,1.0,1.0,1545.0,475.0,1.0,387.5,3.0
Ravenna,98105,656.0,0.0,0.0,92.5,69.0,10105.0,1.0,1.0,1322.5,575.0,0.5,600.0,6.0
Ravenna,98115,189.0,5.0,0.0,78.0,51.0,6143.5,1.0,1.0,1573.75,497.0,1.0,0.0,0.0
Renton,98178,395.0,4.0,0.0,37.0,0.0,9142.0,1.3333333333333333,1.0,1230.6666666666667,673.8333333333334,1.0,0.0,0.0
Riverview,98106,464.5,0.0,0.0,45.5,46.0,9441.25,3.0,2.25,2750.0,1532.5,0.75,2450.0,9.0
Roosevelt,98115,367.52285714285716,1.7142857142857142,0.9485714285714286,96.18857142857142,60.597142857142856,6668.011428571429,1.1028571428571428,1.0885714285714285,1205.7514285714285,451.46,0.6514285714285715,14.285714285714286,0.10285714285714286
Roxhill,98126,409.7647058823529,0.0,4.411764705882353,57.294117647058826,45.8235294117647,9174.0,1.411764705882353,1.0,688.0,635.8823529411765,0.47058823529411764,70.58823529411765,0.17647058823529413
Seatac,98198,181.0,0.0,4.0,41.0,55.0,5990.0,2.0,1.1818181818181819,458.54545454545456,248.1818181818182,0.8181818181818182,0.0,0.0
Seattle,98102,571.0,0.0,0.0,75.0,55.0,9758.0,2.0,1.0,2350.0,1500.0,0.0,2350.0,12.0
Seattle,98103,319.0,0.0,1.0,87.0,58.0,5805.5,1.5555555555555556,1.3333333333333333,2188.3333333333335,869.3333333333334,0.4444444444444444,0.0,0.0
Seattle,98104,282.0,5.0,0.0,98.0,100.0,7853.0,1.1428571428571428,1.0,1803.3333333333333,545.3571428571429,0.8095238095238095,0.0,0.0
Seattle,98105,471.0,0.0,0.0,83.0,79.0,9493.0,1.0,1.0,1375.0,550.0,0.0,1275.0,12.0
Seattle,98107,316.3529411764706,1.7647058823529411,0.6470588235294118,97.6470588235294,56.0,7972.941176470588,1.1176470588235294,1.1176470588235294,1460.8823529411766,369.02941176470586,0.23529411764705882,0.0,0.0
Seattle,98115,267.0,4.857142857142857,0.0,96.54285714285714,59.0,7366.857142857143,1.3142857142857143,1.0857142857142856,1020.0857142857143,777.2285714285714,0.2571428571428571,114.28571428571429,0.0
Seattle,98119,186.0,0.0,3.909090909090909,72.45454545454545,55.90909090909091,5579.090909090909,1.5454545454545454,1.3181818181818181,2014.7272727272727,825.3181818181819,0.6363636363636364,0.0,0.0
Seattle,98121,108.0,5.0,0.0,99.0,100.0,3771.0,1.105263157894737,1.105263157894737,2017.4736842105262,658.6315789473684,0.42105263157894735,0.0,0.0
Seattle,98122,373.0,0.0,1.0,92.0,70.0,8800.0,1.2941176470588236,1.2352941176470589,2463.764705882353,737.7941176470588,0.29411764705882354,0.0,0.0
Seattle,98125,416.5,0.0,1.0,79.0,64.0,6972.5,1.5416666666666667,1.2708333333333333,2273.7916666666665,856.875,0.0,0.0,0.0
Seattle,98133,265.2142857142857,0.2857142857142857,2.0714285714285716,59.785714285714285,53.857142857142854,6926.142857142857,1.7857142857142858,1.25,1767.9285714285713,794.6428571428571,0.5,310.35714285714283,1.7142857142857142
Seattle,98144,727.0,0.0,0.0,74.0,89.0,10507.0,2.0,1.0,1695.0,750.0,1.0,0.0,0.0
Seattle,98148,297.0,0.0,1.0,48.0,0.0,8210.0,1.6,1.0,163.73333333333332,585.0,0.13333333333333333,0.0,0.0
Seattle,98155,675.0,0.0,0.0,44.0,48.0,10069.0,2.0,1.0,1785.0,1090.0,1.0,0.0,0.0
Seattle,98188,663.0,0.0,0.0,47.0,56.0,10014.0,2.0,1.0,1460.0,976.0,1.0,400.0,0.0
Seattle,98198,343.0,0.0,3.0,31.0,55.0,8496.5,2.0,1.5,1645.0,926.25,0.25,0.0,0.0
Seaview Seattle,98136,689.0,0.0,0.0,80.0,50.0,10226.0,2.0,2.0,2103.0,1012.0,1.0,0.0,0.0
Seward Park,98118,555.5,0.0,0.0,74.0,43.0,9730.0,1.0,1.0,1450.0,625.0,1.0,1000.0,12.0
Sheridan Beach,98155,300.15384615384613,1.5384615384615385,0.6153846153846154,45.46153846153846,0.0,7676.5,1.6538461538461537,1.5,1493.576923076923,910.1153846153846,0.5,0.0,0.0
Shoreline,98133,205.0,0.0,6.0,77.0,52.0,6221.5,1.5,1.0,1266.25,586.625,0.5,0.0,0.0
South Delridge,98106,119.73913043478261,0.0,11.652173913043478,49.0,50.47826086956522,3949.1304347826085,1.608695652173913,1.1195652173913044,1728.5,865.1521739130435,0.43478260869565216,0.0,0.0
South Lake Union,98102,303.0,0.0,3.0,79.0,63.0,8292.0,2.0,1.0,2472.0,841.0,1.0,0.0,0.0
South Lake Union,98109,213.6074168797954,1.5850383631713556,4.1061381074168795,96.05242966751918,88.81393861892583,4753.779411764706,1.2915601023017902,1.2771739130434783,2225.5703324808183,784.8040281329924,0.3657289002557545,0.0,0.0
South Park,98108,504.0,0.0,0.0,74.0,41.0,9589.0,1.0,1.0,1395.0,525.0,0.0,1000.0,12.0
Southern Heights-Boulevard Park,98168,300.0659340659341,0.0,10.802197802197803,34.61538461538461,1.5384615384615385,6058.626373626374,1.7032967032967032,1.2857142857142858,1674.4395604395604,867.7527472527472,0.3076923076923077,0.0,0.0
Stevens,98112,228.0,1.6153846153846154,1.2307692307692308,90.36538461538461,69.4423076923077,5868.653846153846,1.1153846153846154,1.125,1116.5,443.9807692307692,0.6730769230769231,63.46153846153846,0.23076923076923078
Stevens,98122,277.92857142857144,2.857142857142857,0.5476190476190477,97.0,76.5,7234.142857142857,1.0476190476190477,1.0476190476190477,819.6904761904761,470.64285714285717,0.2619047619047619,0.0,0.0
Tukwila Urban Center,98188,239.23809523809524,4.761904761904762,0.047619047619047616,58.333333333333336,47.904761904761905,5198.119047619048,1.5952380952380953,1.6726190476190477,3023.8571428571427,616.3571428571429,0.9285714285714286,0.0,0.0
University District,98105,207.62229102167183,2.4798761609907123,1.0588235294117647,96.10835913312694,80.9876160990712,5544.1547987616095,1.3962848297213621,1.173374613003096,1528.702786377709,596.7275541795666,0.4148606811145511,41.98142414860681,0.39009287925696595
Wallingford,98103,192.11111111111111,2.735042735042735,1.1623931623931625,78.7948717948718,60.55555555555556,5683.504273504273,1.2564102564102564,1.1666666666666667,2184.91452991453,746.5897435897435,0.3333333333333333,0.0,0.10256410256410256
Wallingford,98105,189.6153846153846,3.6923076923076925,0.0,89.84615384615384,78.46153846153847,5874.076923076923,1.2307692307692308,1.2307692307692308,615.3076923076923,665.0,0.0,153.84615384615384,0.9230769230769231
Wedgewood,98115,387.962962962963,0.0,3.9865319865319866,69.03703703703704,51.99326599326599,6620.1447811447815,1.0168350168350169,1.0134680134680134,979.1313131313132,266.5723905723906,0.8518518518518519,3.367003367003367,0.0
West Seattle,98116,119.0,0.0,0.0,98.0,54.0,4088.5,1.0,1.0,2025.5,652.6666666666666,1.0,0.0,0.0
West Seattle,98126,258.86486486486484,0.0,1.6486486486486487,77.24324324324324,57.108108108108105,7311.648648648648,1.2432432432432432,1.027027027027027,922.1891891891892,668.8108108108108,0.4864864864864865,0.0,0.0
West Woodland,98107,311.68,0.0,1.68,95.24,56.0,7593.32,1.68,1.48,1195.8,896.68,0.44,0.0,0.0
Westlake,98109,118.3225806451613,3.064516129032258,1.5268817204301075,75.3763440860215,73.58064516129032,3578.3172043010754,1.2795698924731183,1.1666666666666667,1915.0376344086021,758.744623655914,0.4838709677419355,76.88172043010752,0.6451612903225806
White Center,98146,338.0,2.0,0.0,62.0,0.0,8477.0,1.4,1.0,1150.2,698.8,0.4,0.0,0.0
Whittier Heights,98117,304.39130434782606,1.5217391304347827,1.2173913043478262,88.30434782608695,53.0,7721.739130434783,1.173913043478261,1.1304347826086956,1771.9130434782608,677.4565217391304,0.08695652173913043,52.17391304347826,0.5217391304347826
