neighborhood,zipCode,bedRoomNumber,Unnamed: 0_x,reviewScore,reviewCount,walkScore,transitScore,Unnamed: 0_y,baths,rent,sqft,availability,deposit,leaseLength
Bryant,98105,1,542.25,,,79.25,61.75,9659.5,1.0,1545.0,600.0,1.0,1695.0,12.0
Bryant,98115,4,533.0,,,77.0,56.0,9651.0,2.0,4100.0,2480.0,1.0,4100.0,
Bryn Mawr-Skyway,98178,1,269.8,5.0,5.0,30.8,,7238.6,1.0,1358.0,682.2,1.0,,
Bryn Mawr-Skyway,98178,2,311.6363636363636,5.0,5.5,33.81818181818182,40.0,7877.909090909091,1.5,1737.0,992.8181818181819,1.0,,
Bryn Mawr-Skyway,98178,3,474.75,5.0,7.0,25.5,41.0,8853.0,1.75,2425.0,1587.5,1.0,,
Capitol Hill,98102,1,315.1857142857143,4.859649122807017,1.4,97.91428571428571,84.48571428571428,7394.885714285714,1.0,1880.179487179487,577.65,1.0,1687.5,12.0
Capitol Hill,98102,2,335.7083333333333,4.9,2.0,96.08333333333333,82.54166666666667,7508.166666666667,1.8333333333333333,2849.1111111111113,903.0625,1.0,3047.5,12.0
Capitol Hill,98112,1,510.0,,,97.0,80.0,9595.0,1.0,1450.0,600.0,1.0,500.0,12.0
Capitol Hill,98122,1,190.0500927643785,4.748743718592965,2.4289940828402368,99.50463821892393,94.71614100185529,5390.124304267161,1.0475746268656716,2028.0493421052631,618.0206692913385,1.0,800.0,12.0
Capitol Hill,98122,2,136.1157894736842,4.916666666666667,3.717391304347826,99.5578947368421,94.77894736842106,4229.8,1.8736842105263158,3833.3636363636365,1101.6157894736841,1.0,2450.0,6.0
Capitol Hill,98122,3,142.75,5.0,12.0,99.0,97.0,4900.75,2.6875,5871.2,1773.0,1.0,,
Central Seattle,98144,1,237.0,5.0,,93.0,78.0,6831.428571428572,1.0,2126.4285714285716,653.1428571428571,,,
Central Seattle,98144,2,237.0,5.0,,93.0,78.0,6826.0,2.0,2960.0,1125.4,1.0,,
Chinatown,98104,1,225.1969696969697,4.0,3.870967741935484,98.03030303030303,100.0,6404.757575757576,1.0,1266.3469387755101,404.53076923076924,1.0,400.0,12.0
Chinatown,98104,2,188.5,4.0,2.4,98.0,100.0,5793.125,1.375,2355.0,969.84375,,,
Columbia City,98108,1,207.5,4.75,,87.0,64.0,6417.25,1.0,1755.4285714285713,536.5625,1.0,,
Columbia City,98108,2,358.0,3.0,,87.0,64.0,8569.5,1.25,,980.5,,,
Columbia City,98108,3,358.0,3.0,,87.0,64.0,8571.0,2.0,,1274.0,,,
Columbia City,98108,4,358.0,3.0,,87.0,64.0,8572.0,2.0,,1522.0,,,
Columbia City,98108,5,358.0,3.0,,87.0,64.0,8573.0,2.0,,1874.0,,,
Columbia City,98118,1,129.375,5.0,2.3333333333333335,92.984375,62.34375,4088.484375,1.0,1809.3023255813953,618.6349206349206,1.0,938.0,12.0
Columbia City,98118,2,83.48,,1.375,91.68,63.04,2689.48,2.0,2634.6,1140.0625,1.0,,
Columbia City,98144,2,323.0,4.0,,89.0,71.0,8408.0,1.0,1464.0,756.5,1.0,,
