,propertyName,beds,baths,rent,sqft,availability,deposit,unit,leaseLength,name,new,applyNow
0,LUNA,1 Bed,1 Bath,"$1,933",487 Sq Ft,Available Now,,,,S-2,,
1,LUNA,1 Bed,1 Bath,"$1,944",516 Sq Ft,Available Now,,,,S-3,,
2,LUNA,1 Bed,1 Bath,"$1,948",602 - 633 Sq Ft,Available Now,,,,U1B-2,,
3,LUNA,1 Bed,1 Bath,"$2,019",538 - 578 Sq Ft,Available Now,,,,S-1,,
4,LUNA,1 Bed,1 Bath,"$2,080",651 Sq Ft,Available Now,,,,U1B-4,,
5,LUNA,1 Bed,1 Bath,"$2,218",700 - 750 Sq Ft,Available Now,,,,1B-2,,
6,LUNA,1 Bed,1 Bath,"$2,219",714 - 760 Sq Ft,Available Now,,,,U1B-1,,
7,LUNA,1 Bed,1 Bath,"$2,333",692 Sq Ft,Available Now,,,,1B-7,,
8,LUNA,1 Bed,1 Bath,"$2,341",716 - 765 Sq Ft,Available Now,,,,1B-1,,
9,LUNA,1 Bed,1 Bath,"$2,375",705 - 743 Sq Ft,Available Now,,,,1B-5,,
10,LUNA,1 Bed,1 Bath,"$2,396",724 Sq Ft,Available Now,,,,U1B-3,,
11,LUNA,1 Bed,1 Bath,"$2,428",732 - 763 Sq Ft,Available Now,,,,1B-3,,
12,LUNA,1 Bed,1 Bath,"$1,600",607 Sq Ft,Not Available,,,,1B-6,,
13,Elan 41,2 BRs,1 Bath,"$1,899 - 1,999","950 - 1,000 Sq Ft",Available Now,,,,Fox,,
14,Elan 41,2 BRs,1 Bath,"$1,899","950 - 1,000 Sq Ft",Available Now,,207,,Fox,,
15,Elan 41,2 BRs,1 Bath,"$1,899","950 - 1,000 Sq Ft",Available Now,,209,,Fox,,
16,Elan 41,1 Bed,1 Bath,"$1,729 - 1,869",795 Sq Ft,May 29,,,,Orcas,,
17,Elan 41,1 Bed,1 Bath,"$1,729",795 Sq Ft,May 29,,317,,Orcas,,
18,Elan 41,1 Bed,1 Bath,"$1,899",775 Sq Ft,Jun 7,,,,Camano,,
19,Elan 41,1 Bed,1 Bath,"$1,899",775 Sq Ft,Jun 7,,225,,Camano,,
20,Elan 41,1 Bed,1 Bath,"$1,869",795 Sq Ft,Jun 12,,203,,Orcas,,
21,Elan 41,1 Bed,1 Bath,"$1,869",760 Sq Ft,Jun 12,,,,Blake,,
22,Elan 41,1 Bed,1 Bath,"$1,869",760 Sq Ft,Jun 12,,134,,Blake,,
23,Elan 41,1 Bed,1 Bath,"$1,829",795 Sq Ft,Jun 13,,117,,Orcas,,
24,Elan 41,2 BRs,1 Bath,"$1,999","950 - 1,000 Sq Ft",Jun 13,,107,,Fox,,
25,Elan 41,1 Bed,1 Bath,"$1,869",760 Sq Ft,Jun 16,,130,,Blake,,
26,Elan 41,1 Bed,1 Bath,"$1,899",775 Sq Ft,Jun 26,,235,,Camano,,
27,Elan 41,1 Bed,1 Bath,"$1,899",950 Sq Ft,Jul 13,,,,Blake ADA,,
28,Elan 41,1 Bed,1 Bath,"$1,899",950 Sq Ft,Jul 13,,119,,Blake ADA,,
29,Elan 41,2 BRs,2 Baths,Call for Rent,"1,065 Sq Ft",Not Available,,,,Whidbey Loft,,
30,Elan 41,2 BRs,1 Bath,Call for Rent,"1,000 Sq Ft",Not Available,,,,San Juan,,
31,Elan 41,2 BRs,2 Baths,Call for Rent,"1,000 Sq Ft",Not Available,,,,Bainbridge Loft,,
32,Elan 41,2 BRs,1 Bath,Call for Rent,"1,000 Sq Ft",Not Available,,,,Maury ADA,,
33,Jackson Apartments,Studio,1 Bath,"$1,790",465 Sq Ft,Available Now,,,,S.2.W,,
34,Jackson Apartments,Studio,1 Bath,"$1,905",475 Sq Ft,Available Now,,,,S.1.E,,
35,Jackson Apartments,Studio,1 Bath,"$1,920",570 Sq Ft,Available Now,,,,S.3.S,,
36,Jackson Apartments,1 Bed,1 Bath,"$2,060",509 Sq Ft,Available Now,,,,0.18.W,,
37,Jackson Apartments,1 Bed,1 Bath,"$2,070",657 Sq Ft,Available Now,,,,0.17.W,,
38,Jackson Apartments,1 Bed,1 Bath,"$2,075",596 Sq Ft,Available Now,,,,0.4.E,,
39,Jackson Apartments,1 Bed,1 Bath,"$2,075",597 Sq Ft,Available Now,,,,0.1.2,,
40,Jackson Apartments,1 Bed,1 Bath,"$2,075",598 Sq Ft,Available Now,,,,0.6.W,,
41,Jackson Apartments,1 Bed,1 Bath,"$2,075",620 Sq Ft,Available Now,,,,0.9.W,,
42,Jackson Apartments,1 Bed,1 Bath,"$2,075",629 Sq Ft,Available Now,,,,0.20.S,,
43,Jackson Apartments,1 Bed,1 Bath,"$2,090",565 Sq Ft,Available Now,,,,0.19.W,,
44,Jackson Apartments,1 Bed,1 Bath,"$2,095",646 Sq Ft,Available Now,,,,0.3.E,,
45,Jackson Apartments,1 Bed,1 Bath,"$2,105",589 Sq Ft,Available Now,,,,0.8.W,,
46,Jackson Apartments,1 Bed,1 Bath,"$2,105",615 Sq Ft,Available Now,,,,0.1,,
47,Jackson Apartments,1 Bed,1 Bath,"$2,115",603 Sq Ft,Available Now,,,,0.1.3,,
48,Jackson Apartments,1 Bed,1 Bath,"$2,115",652 Sq Ft,Available Now,,,,0.7.W,,
49,Jackson Apartments,1 Bed,1 Bath,"$2,115",695 Sq Ft,Available Now,,,,0.15.W,,
50,Jackson Apartments,1 Bed,1 Bath,"$2,120",698 Sq Ft,Available Now,,,,0.10.W,,
51,Jackson Apartments,1 Bed,1 Bath,"$2,120",701 Sq Ft,Available Now,,,,0.1.4,,
52,Jackson Apartments,1 Bed,1 Bath,"$2,125",747 Sq Ft,Available Now,,,,0.24S,,
53,Jackson Apartments,1 Bed,1 Bath,"$2,140",655 Sq Ft,Available Now,,,,0.12.W,,
54,Jackson Apartments,1 Bed,1 Bath,"$2,190",682 Sq Ft,Available Now,,,,1.29.S,,
55,Jackson Apartments,1 Bed,1 Bath,"$2,195",528 Sq Ft,Available Now,,,,1.23.W,,
56,Jackson Apartments,1 Bed,1 Bath,"$2,200",606 Sq Ft,Available Now,,,,1.13.W,,
57,Jackson Apartments,1 Bed,1 Bath,"$2,200",643 Sq Ft,Available Now,,,,1.4.E,,
58,Jackson Apartments,1 Bed,1 Bath,"$2,210",531 Sq Ft,Available Now,,,,1.25.W,,
59,Jackson Apartments,1 Bed,1 Bath,"$2,210",653 Sq Ft,Available Now,,,,1.24.W,,
60,Jackson Apartments,1 Bed,1 Bath,"$2,210",657 Sq Ft,Available Now,,,,1.6.E,,
61,Jackson Apartments,1 Bed,1 Bath,"$2,215",646 Sq Ft,Available Now,,,,1.21.W,,
62,Jackson Apartments,1 Bed,1 Bath,"$2,215",646 Sq Ft,Available Now,,,,1.22.W,,
63,Jackson Apartments,1 Bed,1 Bath,"$2,215",684 Sq Ft,Available Now,,,,1.27.S,,
64,Jackson Apartments,1 Bed,1 Bath,"$2,220",674 Sq Ft,Available Now,,,,1.11.E,,
65,Jackson Apartments,1 Bed,1 Bath,"$2,220",693 Sq Ft,Available Now,,,,1.19.W,,
66,Jackson Apartments,1 Bed,1 Bath,"$2,220",704 Sq Ft,Available Now,,,,0.14.W,,
67,Jackson Apartments,1 Bed,1 Bath,"$2,230",677 Sq Ft,Available Now,,,,1.2,,
68,Jackson Apartments,1 Bed,1 Bath,"$2,235",525 Sq Ft,Available Now,,,,1.8.E,,
69,Jackson Apartments,1 Bed,1 Bath,"$2,250",756 Sq Ft,Available Now,,,,1.17.W,,
70,Jackson Apartments,1 Bed,1 Bath,"$2,255",705 Sq Ft,Available Now,,,,1.14.W,,
71,Jackson Apartments,1 Bed,1 Bath,"$2,260",618 Sq Ft,Available Now,,,,0.13.W,,
72,Jackson Apartments,1 Bed,1 Bath,"$2,265",699 Sq Ft,Available Now,,,,1.1,,
73,Jackson Apartments,1 Bed,1 Bath,"$2,265",710 Sq Ft,Available Now,,,,1.3.E,,
74,Jackson Apartments,1 Bed,1 Bath,"$2,270",671 Sq Ft,Available Now,,,,1.12.W,,
75,Jackson Apartments,1 Bed,1 Bath,"$2,275",691 Sq Ft,Available Now,,,,1.7.E,,
76,Jackson Apartments,1 Bed,1 Bath,"$2,275",717 Sq Ft,Available Now,,,,1.26.S,,
77,Jackson Apartments,1 Bed,1 Bath,"$2,315",530 Sq Ft,Available Now,,,,0.11.W,,
78,Jackson Apartments,1 Bed,1 Bath,"$2,320",767 Sq Ft,Available Now,,,,1.1.4,,
79,Jackson Apartments,1 Bed,1 Bath,"$2,330",664 Sq Ft,Available Now,,,,1.9.E,,
80,Jackson Apartments,1 Bed,1 Bath,"$2,335",758 Sq Ft,Available Now,,,,1.1.6,,
81,Jackson Apartments,1 Bed,1 Bath,"$2,345",804 Sq Ft,Available Now,,,,1P.5.W,,
82,Jackson Apartments,1 Bed,1 Bath,"$2,355",763 Sq Ft,Available Now,,,,1.1.5,,
83,Jackson Apartments,1 Bed,1 Bath,"$2,355",775 Sq Ft,Available Now,,,,1.1.2,,
84,Jackson Apartments,1 Bed,1 Bath,"$2,395",786 Sq Ft,Available Now,,,,1P.4.W,,
85,Jackson Apartments,1 Bed,1 Bath,"$2,410",817 Sq Ft,Available Now,,,,1.15,,
86,Jackson Apartments,1 Bed,1 Bath,"$2,415",684 Sq Ft,Available Now,,,,1.20.W,,
87,Jackson Apartments,1 Bed,1 Bath,"$2,415",724 Sq Ft,Available Now,,,,1P.7.W,,
88,Jackson Apartments,1 Bed,1 Bath,"$2,415",709 Sq Ft,Available Now,,,,1P.8.S,,
89,Jackson Apartments,1 Bed,1 Bath,"$2,430",531 Sq Ft,Available Now,,,,1.18.W,,
90,Jackson Apartments,1 Bed,1 Bath,"$2,450",843 Sq Ft,Available Now,,,,1P.1.W,,
91,Jackson Apartments,1 Bed,1 Bath,"$2,470",831 Sq Ft,Available Now,,,,1.5.E,,
92,Jackson Apartments,1 Bed,1 Bath,"$2,510",676 Sq Ft,Available Now,,,,1.1.3,,
93,Jackson Apartments,1 Bed,2 Baths,"$2,520",863 Sq Ft,Available Now,,,,1P.2.W,,
94,Jackson Apartments,1 Bed,1 Bath,"$2,540",676 Sq Ft,Available Now,,,,1.16.W,,
95,Jackson Apartments,1 Bed,1 Bath,"$2,700",901 Sq Ft,Available Now,,,,1P.6.W,,
96,Jackson Apartments,1 Bed,2 Baths,"$3,143","1,051 Sq Ft",Available Now,,,,1P.10,,
97,Jackson Apartments,2 BRs,2 Baths,"$3,185",883 Sq Ft,Available Now,,,,2.5.W,,
98,Jackson Apartments,2 BRs,2 Baths,"$3,215",957 Sq Ft,Available Now,,,,2.8.W,,
99,Jackson Apartments,2 BRs,2 Baths,"$3,225",952 Sq Ft,Available Now,,,,2.10.W,,
100,Jackson Apartments,2 BRs,2 Baths,"$3,230",976 Sq Ft,Available Now,,,,2.3.E,,
101,Jackson Apartments,2 BRs,2 Baths,"$3,235",955 Sq Ft,Available Now,,,,2.1.E,,
102,Jackson Apartments,2 BRs,2 Baths,"$3,275",882 Sq Ft,Available Now,,,,2.2.E,,
103,Jackson Apartments,2 BRs,2 Baths,"$3,400","1,083 Sq Ft",Available Now,,,,2.4.W,,
104,Jackson Apartments,2 BRs,2 Baths,"$3,415","1,062 Sq Ft",Available Now,,,,2.14.W,,
105,Jackson Apartments,2 BRs,2 Baths,"$3,415",981 Sq Ft,Available Now,,,,2.7.W,,
106,Jackson Apartments,2 BRs,2 Baths,"$3,455",943 Sq Ft,Available Now,,,,2.6.W,,
107,Jackson Apartments,2 BRs,2 Baths,"$3,460",969 Sq Ft,Available Now,,,,2.13.W,,
108,Jackson Apartments,2 BRs,2½ Baths,"$3,495","1,065 Sq Ft",Available Now,,,,TH2.2,,
109,Jackson Apartments,2 BRs,2½ Baths,"$3,495","1,040 Sq Ft",Available Now,,,,TH2.3,,
110,Jackson Apartments,2 BRs,2 Baths,"$3,525","1,180 Sq Ft",Available Now,,,,2.11.W,,
111,Jackson Apartments,2 BRs,2½ Baths,"$3,640","1,242 Sq Ft",Available Now,,,,TH1.2,,
112,Jackson Apartments,2 BRs,2½ Baths,"$3,695","1,318 Sq Ft",Available Now,,,,TH1.3,,
113,Jackson Apartments,2 BRs,2½ Baths,"$3,745","1,304 Sq Ft",Available Now,,,,TH1,,
114,Jackson Apartments,3 BRs,2 Baths,"$3,375","1,100 Sq Ft",Available Now,,,,3.3.W,,
115,Jackson Apartments,3 BRs,2 Baths,"$3,585","1,147 Sq Ft",Available Now,,,,3.1.W,,
116,Jackson Apartments,3 BRs,2 Baths,"$3,615","1,213 Sq Ft",Available Now,,,,3.2.W,,
117,Jackson Apartments,1 Bed,1 Bath,"$2,505",650 Sq Ft,Not Available,,,,1.10.E,,
118,Jackson Apartments,1 Bed,2 Baths,"$2,600","1,048 Sq Ft",Not Available,,,,1P.9S,,
119,Jackson Apartments,1 Bed,1 Bath,"$2,750",903 Sq Ft,Not Available,,,,1P.3.W,,
120,Jackson Apartments,2 BRs,2 Baths,"$3,535","1,061 Sq Ft",Not Available,,,,2.12.W,,
121,Jackson Apartments,2 BRs,2 Baths,"$3,635","1,127 Sq Ft",Not Available,,,,2.9.W,,
122,Circa Green Lake Apartments,Studio,1 Bath,"$1,577 - 2,951",505 - 560 Sq Ft,Available Now,,,,Studio,,
123,Circa Green Lake Apartments,Studio,1 Bath,"$1,593 - 2,832",560 Sq Ft,Available Now,,0415,,Studio,,
124,Circa Green Lake Apartments,Studio,1 Bath,"$1,663 - 2,951",560 Sq Ft,Available Now,,0412,,Studio,,
125,Circa Green Lake Apartments,Studio,1 Bath,"$1,766 - 3,330",592 - 692 Sq Ft,Available Now,,,,Live/Work,,
126,Circa Green Lake Apartments,Studio,1 Bath,"$1,766 - 3,167",692 Sq Ft,Available Now,,0126,,Live/Work,,
127,Circa Green Lake Apartments,1 Bed,1 Bath,"$1,865 - 3,150",599 - 755 Sq Ft,Available Now,,,,Open 1 bedroom,,
128,Circa Green Lake Apartments,1 Bed,1 Bath,"$1,865 - 2,984",599 Sq Ft,Available Now,,0231,,Open 1 bedroom,,
129,Circa Green Lake Apartments,1 Bed,1 Bath,"$1,895 - 3,030",633 Sq Ft,Available Now,,0434,,Open 1 bedroom,,
130,Circa Green Lake Apartments,1 Bed,1 Bath,"$1,895 - 3,030",633 Sq Ft,Available Now,,0436,,Open 1 bedroom,,
131,Circa Green Lake Apartments,1 Bed,1 Bath,"$2,085 - 3,954",613 - 840 Sq Ft,Available Now,,,,1 bedroom,,
132,Circa Green Lake Apartments,1 Bed,1 Bath,"$2,110 - 3,358",613 Sq Ft,Available Now,,0318,,1 bedroom,,
133,Circa Green Lake Apartments,1 Bed,1 Bath,"$2,135 - 3,397",613 Sq Ft,Available Now,,0417,,1 bedroom,,
134,Circa Green Lake Apartments,1 Bed,1 Bath,"$2,175 - 3,456",717 Sq Ft,Available Now,,0242,,1 bedroom,,
135,Circa Green Lake Apartments,1 Bed,1 Bath,"$2,475 - 3,915",748 Sq Ft,Available Now,,0202,,1 bedroom,,
136,Circa Green Lake Apartments,1 Bed,1 Bath,"$2,500 - 3,954",748 Sq Ft,Available Now,,0304,,1 bedroom,,
137,Circa Green Lake Apartments,2 BRs,2 Baths,"$3,048 - 5,496","1,061 - 1,288 Sq Ft",Available Now,,,,2 bedroom 2 bath,,
138,Circa Green Lake Apartments,2 BRs,2 Baths,"$3,073 - 4,871","1,217 Sq Ft",Available Now,,0250,,2 bedroom 2 bath,,
139,Circa Green Lake Apartments,2 BRs,2 Baths,"$3,153 - 4,996","1,250 Sq Ft",Available Now,,0440,,2 bedroom 2 bath,,
140,Circa Green Lake Apartments,1 Bed,1 Bath,"$2,085 - 3,319",613 Sq Ft,May 27,,0218,,1 bedroom,,
141,Circa Green Lake Apartments,2 BRs,2 Baths,"$3,293 - 5,210","1,288 Sq Ft",May 27,,0408,,2 bedroom 2 bath,,
142,Circa Green Lake Apartments,Studio,1 Bath,"$1,577 - 2,804",505 Sq Ft,May 28,,0252,,Studio,,
143,Circa Green Lake Apartments,Studio,1 Bath,"$1,861 - 3,330",592 Sq Ft,May 31,,0119,,Live/Work,,
144,Circa Green Lake Apartments,1 Bed,1 Bath,"$2,110 - 3,358",633 Sq Ft,May 31,,0319,,1 bedroom,,
145,Circa Green Lake Apartments,2 BRs,2 Baths,"$3,088 - 4,892","1,061 Sq Ft",May 31,,0220,,2 bedroom 2 bath,,
146,Circa Green Lake Apartments,1 Bed,1 Bath,"$1,991 - 3,150",755 Sq Ft,Jun 2,,0455,,Open 1 bedroom,,
147,Circa Green Lake Apartments,1 Bed,1 Bath,"$2,255 - 3,543",673 Sq Ft,Jun 3,,0117,,1 bedroom,,
148,Circa Green Lake Apartments,1 Bed,1 Bath,"$2,475 - 3,874",748 Sq Ft,Jun 8,,0203,,1 bedroom,,
149,Circa Green Lake Apartments,1 Bed,1 Bath,"$2,395 - 3,751",840 Sq Ft,Jun 10,,0206,,1 bedroom,,
150,Circa Green Lake Apartments,2 BRs,2 Baths,"$3,243 - 5,496","1,288 Sq Ft",Jun 13,,0208,,2 bedroom 2 bath,,
151,Circa Green Lake Apartments,Studio,1 Bath,"$1,816 - 2,991",692 Sq Ft,Jun 20,,0123,,Live/Work,,
152,Circa Green Lake Apartments,2 BRs,2 Baths,"$3,103 - 5,265","1,250 Sq Ft",Jun 20,,0240,,2 bedroom 2 bath,,
153,Circa Green Lake Apartments,2 BRs,2 Baths,"$3,048 - 5,151","1,199 Sq Ft",Jul 6,,0444,,2 bedroom 2 bath,,
154,Circa Green Lake Apartments,1 Bed,1 Bath,"$1,945 - 2,498",658 Sq Ft,Jul 16,,0324,,Open 1 bedroom,,
155,Circa Green Lake Apartments,2 BRs,1 Bath,Call for Rent,938 Sq Ft,Not Available,,,,2 bedroom 1 bath,,
156,Tower 12,Studio,1 Bath,"$2,513 - 2,633",571 Sq Ft,Available Now,,,,Plan D,,
157,Tower 12,Studio,1 Bath,"$2,543",571 Sq Ft,Available Now,,1908,,Plan D,,
158,Tower 12,1 Bed,1 Bath,"$2,647",733 Sq Ft,Available Now,,,,Plan J,,
159,Tower 12,1 Bed,1 Bath,"$2,647",733 Sq Ft,Available Now,,0902,,Plan J,,
160,Tower 12,1 Bed,1 Bath,"$2,963 - 3,223",890 Sq Ft,Available Now,,,,Plan G 1 Bd with Den,,
161,Tower 12,1 Bed,1 Bath,"$3,223",890 Sq Ft,Available Now,,1305,,Plan G 1 Bd with Den,,
162,Tower 12,1 Bed,1 Bath,"$3,015 - 3,080",845 Sq Ft,Available Now,,,,Plan H 1 Bd with Den,,
163,Tower 12,1 Bed,1 Bath,"$3,015",845 Sq Ft,Available Now,,1304,,Plan H 1 Bd with Den,,
164,Tower 12,1 Bed,1 Bath,"$3,045",845 Sq Ft,Available Now,,1604,,Plan H 1 Bd with Den,,
165,Tower 12,1 Bed,1 Bath,"$3,127 - 3,322",903 - 904 Sq Ft,Available Now,,,,Plan A1 1 Bd with Den,,
166,Tower 12,1 Bed,1 Bath,"$3,127",903 Sq Ft,Available Now,,1411,,Plan A1 1 Bd with Den,,
167,Tower 12,1 Bed,1 Bath,"$3,141 - 3,841",795 - 797 Sq Ft,Available Now,,,,Plan F,,
168,Tower 12,1 Bed,1 Bath,"$3,221",797 Sq Ft,Available Now,,2306,,Plan F,,
169,Tower 12,1 Bed,1 Bath,"$3,831",795 Sq Ft,Available Now,,2906,,Plan F,,
170,Tower 12,1 Bed,1 Bath,"$3,869",832 Sq Ft,Available Now,,,,Plan L 1 Bd with Den,,
171,Tower 12,1 Bed,1 Bath,"$3,869",832 Sq Ft,Available Now,,3102,,Plan L 1 Bd with Den,,
172,Tower 12,2 BRs,2 Baths,"$4,348 - 4,378","1,141 Sq Ft",Available Now,,,,Plan K,,
173,Tower 12,2 BRs,2 Baths,"$4,348","1,141 Sq Ft",Available Now,,0901,,Plan K,,
174,Tower 12,1 Bed,1 Bath,"$3,841",795 Sq Ft,May 25,,3006,,Plan F,,
175,Tower 12,2 BRs,2 Baths,"$4,089 - 4,949","1,187 - 1,188 Sq Ft",May 30,,,,Plan B,,
176,Tower 12,2 BRs,2 Baths,"$4,089","1,187 Sq Ft",May 30,,1010,,Plan B,,
177,Tower 12,1 Bed,1 Bath,"$3,322",904 Sq Ft,Jun 4,,2611,,Plan A1 1 Bd with Den,,
178,Tower 12,2 BRs,2 Baths,"$4,949","1,188 Sq Ft",Jun 5,,3110,,Plan B,,
179,Tower 12,1 Bed,1 Bath,"$3,080",845 Sq Ft,Jun 7,,1704,,Plan H 1 Bd with Den,,
180,Tower 12,1 Bed,1 Bath,"$2,682 - 3,097",711 - 714 Sq Ft,Jun 8,,,,Plan E,,
181,Tower 12,1 Bed,1 Bath,"$3,097",711 Sq Ft,Jun 8,,2607,,Plan E,,
182,Tower 12,2 BRs,2 Baths,"$11,035","1,732 Sq Ft",Jun 11,,,,Plan PH2 Penthouse,,
183,Tower 12,2 BRs,2 Baths,"$11,035","1,732 Sq Ft",Jun 11,,3202,,Plan PH2 Penthouse,,
184,Tower 12,2 BRs,2½ Baths,"$9,610","1,727 Sq Ft",Jun 13,,,,Plan PH1 Penthouse,New,
185,Tower 12,2 BRs,2½ Baths,"$9,610","1,727 Sq Ft",Jun 13,,3301,,Plan PH1 Penthouse,New,
186,Tower 12,1 Bed,1 Bath,"$2,682",714 Sq Ft,Jun 20,,1707,,Plan E,,
187,Tower 12,Studio,1 Bath,"$2,633",571 Sq Ft,Jun 21,,2808,,Plan D,,
188,Tower 12,1 Bed,1 Bath,"$2,963",890 Sq Ft,Jun 22,,1205,,Plan G 1 Bd with Den,,
189,Tower 12,2 BRs,2 Baths,"$4,378","1,141 Sq Ft",Jun 22,,1201,,Plan K,,
190,Tower 12,Studio,1 Bath,"$2,513",571 Sq Ft,Jun 26,,1608,,Plan D,,
191,Tower 12,1 Bed,1 Bath,"$3,222",903 Sq Ft,Jul 2,,1611,,Plan A1 1 Bd with Den,,
192,Tower 12,1 Bed,1 Bath,"$3,057",714 Sq Ft,Jul 6,,2207,,Plan E,,
193,Tower 12,1 Bed,1 Bath,"$2,930",697 Sq Ft,Jul 7,,,,Plan C,,
194,Tower 12,1 Bed,1 Bath,"$2,930",697 Sq Ft,Jul 7,,2109,,Plan C,,
195,Tower 12,Studio,1 Bath,Call for Rent,575 Sq Ft,Not Available,,,,Plan GU4,,
196,Tower 12,Studio,1 Bath,Call for Rent,588 Sq Ft,Not Available,,,,Plan GU5,,
197,Tower 12,Studio,1 Bath,Call for Rent,704 Sq Ft,Not Available,,,,Plan GU2,,
198,Tower 12,Studio,1 Bath,Call for Rent,855 Sq Ft,Not Available,,,,Plan GU1,,
199,Tower 12,1 Bed,1 Bath,Call for Rent,584 Sq Ft,Not Available,,,,Plan W,,
200,Tower 12,1 Bed,1 Bath,Call for Rent,664 Sq Ft,Not Available,,,,Plan GU3,,
201,Tower 12,1 Bed,1 Bath,Call for Rent,677 Sq Ft,Not Available,,,,Plan J6,,
202,Tower 12,1 Bed,1 Bath,Call for Rent,791 Sq Ft,Not Available,,,,Plan I6,,
203,Tower 12,1 Bed,1 Bath,Call for Rent,836 Sq Ft,Not Available,,,,Plan I 1 Bd with Den,,
204,Tower 12,1 Bed,1½ Baths,Call for Rent,899 Sq Ft,Not Available,,,,Plan PH4 Penthouse,,
205,Tower 12,1 Bed,1½ Baths,Call for Rent,965 Sq Ft,Not Available,,,,Plan PH5 Penthouse,,
206,Tower 12,2 BRs,2 Baths,Call for Rent,"1,164 Sq Ft",Not Available,,,,Plan K6,,
207,Tower 12,2 BRs,2 Baths,Call for Rent,"1,434 Sq Ft",Not Available,,,,Plan M 2 Bd with Den,,
208,Tower 12,2 BRs,2½ Baths,Call for Rent,"1,808 Sq Ft",Not Available,,,,Plan PH3 Penthouse,,
209,Tower 12,2 BRs,2½ Baths,Call for Rent,"1,825 Sq Ft",Not Available,,,,Plan PH6 Penthouse,,
210,Common Summit,Studio,1 Bath,"$1,050 - 1,800 / Person",178 - 346 Sq Ft,Available Now,,,,Summit,,
211,Common Summit,Studio,1 Bath,"$1,595 / Person",246 Sq Ft,Jul 8,,S410,,Summit,,
212,The Mill at First Hill,Studio,1 Bath,"$1,514 - 4,088",340 Sq Ft,Available Now,,,,Residence 1,,
213,The Mill at First Hill,Studio,1 Bath,"$1,542 - 4,304",340 Sq Ft,Available Now,,,,Residence 1 Upgraded,,
214,The Mill at First Hill,1 Bed,1 Bath,"$1,689 - 3,185",507 Sq Ft,Available Now,,,,Residence 2,,
215,The Mill at First Hill,1 Bed,1 Bath,"$1,740 - 3,233",590 Sq Ft,Available Now,,,,Residence 4,,
216,The Mill at First Hill,1 Bed,1 Bath,"$1,744 - 3,292",565 Sq Ft,Available Now,,,,Residence 3,,
217,The Mill at First Hill,1 Bed,1 Bath,"$1,804 - 3,158",623 Sq Ft,Available Now,,,,Residence 5,,
218,The Mill at First Hill,1 Bed,1 Bath,"$2,047 - 3,580",507 Sq Ft,Available Now,,,,Residence 2 Luxury,,
219,The Mill at First Hill,1 Bed,1 Bath,"$2,129 - 3,705",590 Sq Ft,Available Now,,,,Residence 4 Luxury,,
220,The Mill at First Hill,1 Bed,1 Bath,"$3,025 - 5,077",887 Sq Ft,Available Now,,,,Live-Work 2,,
221,The Mill at First Hill,2 BRs,1 Bath,"$2,170 - 4,972",732 Sq Ft,Available Now,,,,Residence 7,,
222,The Mill at First Hill,2 BRs,1 Bath,"$2,225 - 2,355",794 Sq Ft,Available Now,,,,Residence 8 Luxury,New,
223,The Mill at First Hill,2 BRs,1 Bath,"$2,332 - 7,700",732 Sq Ft,Available Now,,,,Residence 7 Luxury,,
224,The Mill at First Hill,Studio,1 Bath,"$1,544 - 1,844",340 Sq Ft,Not Available,,,,Residence 1 Luxury,,
225,The Mill at First Hill,1 Bed,1 Bath,"$1,745 - 2,125",623 Sq Ft,Not Available,,,,Residence 5 Luxury,,
226,The Mill at First Hill,1 Bed,1 Bath,"$2,005 - 2,135",565 Sq Ft,Not Available,,,,Residence 3 Luxury,,
227,The Mill at First Hill,1 Bed,1 Bath,"$2,264 - 2,414",805 Sq Ft,Not Available,,,,Residence 6 Luxury,,
228,The Mill at First Hill,1 Bed,1 Bath,"$2,360 - 2,465",590 Sq Ft,Not Available,,,,Residence 4 Luxury,,
229,The Mill at First Hill,1 Bed,1 Bath,"$2,889",845 Sq Ft,Not Available,,,,Live-Work 1,,
230,The Mill at First Hill,2 BRs,1 Bath,"$2,259 - 2,409",794 Sq Ft,Not Available,,,,Residence 8,,
231,AMLI Arc,Studio,1 Bath,"$2,423 - 3,335",530 Sq Ft,Available Now,,,,E1,,
232,AMLI Arc,Studio,1 Bath,"$2,423 - 3,085",530 Sq Ft,Available Now,,1-622,,E1,,
233,AMLI Arc,Studio,1 Bath,"$2,673 - 3,335",530 Sq Ft,Available Now,,1-2421,,E1,,
234,AMLI Arc,1 Bed,1 Bath,"$2,580 - 3,482",608 Sq Ft,Available Now,,,,A2b,,
235,AMLI Arc,1 Bed,1 Bath,"$2,590 - 3,287",608 Sq Ft,Available Now,,1-1006,,A2b,,
236,AMLI Arc,1 Bed,1 Bath,"$2,582 - 3,466",608 Sq Ft,Available Now,,,,A2a,,
237,AMLI Arc,1 Bed,1 Bath,"$2,582 - 3,306",608 Sq Ft,Available Now,,1-210,,A2a,,
238,AMLI Arc,1 Bed,1 Bath,"$2,742 - 3,466",608 Sq Ft,Available Now,,1-911,,A2a,,
239,AMLI Arc,1 Bed,1 Bath,"$2,758 - 3,884",672 Sq Ft,Available Now,,,,A2c,,
240,AMLI Arc,1 Bed,1 Bath,"$2,768 - 3,489",672 Sq Ft,Available Now,,1-2114,,A2c,,
241,AMLI Arc,1 Bed,1 Bath,"$3,495 - 4,171",615 Sq Ft,Available Now,,,,A1P,,
